domain,space,wind,Rm,level,cells,h,Rm_h,dof,k,re,im,status
lshape,N1curl,beltrami,2.0,0,192,0.25,0.5,417.0,6,22.187464693758642,-3.187551395120412,ok
lshape,N1curl,beltrami,2.0,0,192,0.25,0.5,417.0,7,22.187464693758642,3.187551395120412,ok
lshape,N1curl,beltrami,2.0,1,768,0.125,0.25,1601.0,0,0.9800562703735406,0.0,ok
lshape,N1curl,beltrami,2.0,1,768,0.125,0.25,1601.0,1,3.8921204831041294,0.0,ok
lshape,N1curl,beltrami,2.0,1,768,0.125,0.25,1601.0,2,10.362966709017648,-3.509359142593766,ok
lshape,N1curl,beltrami,2.0,1,768,0.125,0.25,1601.0,3,10.362966709017648,3.509359142593766,ok
lshape,N1curl,beltrami,2.0,1,768,0.125,0.25,1601.0,4,13.445221724893761,-2.601382993229032,ok
lshape,N1curl,beltrami,2.0,1,768,0.125,0.25,1601.0,5,13.445221724893761,2.601382993229032,ok
lshape,N1curl,beltrami,2.0,1,768,0.125,0.25,1601.0,6,22.16088524465022,-3.3975403463609326,ok
lshape,N1curl,beltrami,2.0,1,768,0.125,0.25,1601.0,7,22.16088524465022,3.3975403463609326,ok
lshape,N1curl,beltrami,2.0,2,3072,0.0625,0.125,6273.0,0,0.9849180172101644,0.0,ok
lshape,N1curl,beltrami,2.0,2,3072,0.0625,0.125,6273.0,1,3.892509633530101,0.0,ok
lshape,N1curl,beltrami,2.0,2,3072,0.0625,0.125,6273.0,2,10.363407986767088,-3.527280066143372,ok
lshape,N1curl,beltrami,2.0,2,3072,0.0625,0.125,6273.0,3,10.363407986767088,3.527280066143372,ok
lshape,N1curl,beltrami,2.0,2,3072,0.0625,0.125,6273.0,4,13.493049282367439,-2.6217575064803484,ok
lshape,N1curl,beltrami,2.0,2,3072,0.0625,0.125,6273.0,5,13.493049282367439,2.6217575064803484,ok
lshape,N1curl,beltrami,2.0,2,3072,0.0625,0.125,6273.0,6,22.15566954711911,-3.444598853148929,ok
lshape,N1curl,beltrami,2.0,2,3072,0.0625,0.125,6273.0,7,22.15566954711911,3.444598853148929,ok
lshape,N1curl,beltrami,2.0,3,12288,0.03125,0.0625,24833.0,0,0.986869048260879,0.0,ok
lshape,N1curl,beltrami,2.0,3,12288,0.03125,0.0625,24833.0,1,3.89274150363679,0.0,ok
lshape,N1curl,beltrami,2.0,3,12288,0.03125,0.0625,24833.0,2,10.363513996004432,-3.531722717795589,ok
lshape,N1curl,beltrami,2.0,3,12288,0.03125,0.0625,24833.0,3,10.363513996004432,3.531722717795589,ok
lshape,N1curl,beltrami,2.0,3,12288,0.03125,0.0625,24833.0,4,13.509377229054696,-2.6243431429868793,ok
lshape,N1curl,beltrami,2.0,3,12288,0.03125,0.0625,24833.0,5,13.509377229054696,2.6243431429868793,ok
lshape,N1curl,beltrami,2.0,3,12288,0.03125,0.0625,24833.0,6,22.155807537293835,-3.4549544059317547,ok
lshape,N1curl,beltrami,2.0,3,12288,0.03125,0.0625,24833.0,7,22.155807537293835,3.4549544059317547,ok
lshape,N1curl,beltrami,4.0,0,192,0.25,1.0,417.0,0,0.5477755854916446,0.0,ok
lshape,N1curl,beltrami,4.0,0,192,0.25,1.0,417.0,1,3.828536062685134,0.0,ok
lshape,N1curl,beltrami,4.0,0,192,0.25,1.0,417.0,2,11.935305801093325,-6.39621634884528,ok
lshape,N1curl,beltrami,4.0,0,192,0.25,1.0,417.0,3,11.935305801093325,6.39621634884528,ok
lshape,N1curl,beltrami,4.0,0,192,0.25,1.0,417.0,4,15.636982329723963,-5.621912305984521,ok
lshape,N1curl,beltrami,4.0,0,192,0.25,1.0,417.0,5,15.636982329723963,5.621912305984521,ok
lshape,N1curl,beltrami,4.0,0,192,0.25,1.0,417.0,6,23.340044238923326,-8.086897489675206,ok
lshape,N1curl,beltrami,4.0,0,192,0.25,1.0,417.0,7,23.340044238923326,8.086897489675206,ok
lshape,N1curl,beltrami,4.0,1,768,0.125,0.5,1601.0,0,0.5638634052037709,0.0,ok
lshape,N1curl,beltrami,4.0,1,768,0.125,0.5,1601.0,1,3.8195179352794186,0.0,ok
lshape,N1curl,beltrami,4.0,1,768,0.125,0.5,1601.0,2,11.993022530093533,-6.622969958500322,ok
lshape,N1curl,beltrami,4.0,1,768,0.125,0.5,1601.0,3,11.993022530093533,6.622969958500322,ok
lshape,N1curl,beltrami,4.0,1,768,0.125,0.5,1601.0,4,15.802348907275055,-6.024999054090903,ok
lshape,N1curl,beltrami,4.0,1,768,0.125,0.5,1601.0,5,15.802348907275055,6.024999054090903,ok
lshape,N1curl,beltrami,4.0,1,768,0.125,0.5,1601.0,6,23.403356686076734,-8.605332905117043,ok
lshape,N1curl,beltrami,4.0,1,768,0.125,0.5,1601.0,7,23.403356686076734,8.605332905117043,ok
lshape,N1curl,beltrami,4.0,2,3072,0.0625,0.25,6273.0,0,0.5688046938378837,0.0,ok
lshape,N1curl,beltrami,4.0,2,3072,0.0625,0.25,6273.0,1,3.8177754038502387,0.0,ok
lshape,N1curl,beltrami,4.0,2,3072,0.0625,0.25,6273.0,2,12.008536447421315,-6.674975501152792,ok
lshape,N1curl,beltrami,4.0,2,3072,0.0625,0.25,6273.0,3,12.008536447421315,6.674975501152792,ok
lshape,N1curl,beltrami,4.0,2,3072,0.0625,0.25,6273.0,4,15.860201974534384,-6.114481638068697,ok
lshape,N1curl,beltrami,4.0,2,3072,0.0625,0.25,6273.0,5,15.860201974534384,6.114481638068697,ok
lshape,N1curl,beltrami,4.0,2,3072,0.0625,0.25,6273.0,6,23.41923049688128,-8.721992748148644,ok
lshape,N1curl,beltrami,4.0,2,3072,0.0625,0.25,6273.0,7,23.41923049688128,8.721992748148644,ok
lshape,N1curl,beltrami,4.0,3,12288,0.03125,0.125,24833.0,0,0.5704387953727054,0.0,ok
lshape,N1curl,beltrami,4.0,3,12288,0.03125,0.125,24833.0,1,3.817433760641073,0.0,ok
lshape,N1curl,beltrami,4.0,3,12288,0.03125,0.125,24833.0,2,12.012490090419668,-6.687692527839339,ok
lshape,N1curl,beltrami,4.0,3,12288,0.03125,0.125,24833.0,3,12.012490090419668,6.687692527839339,ok
lshape,N1curl,beltrami,4.0,3,12288,0.03125,0.125,24833.0,4,15.880988586732034,-6.135168541771283,ok
lshape,N1curl,beltrami,4.0,3,12288,0.03125,0.125,24833.0,5,15.880988586732034,6.135168541771283,ok
lshape,N1curl,beltrami,4.0,3,12288,0.03125,0.125,24833.0,6,23.422847922470062,-8.749951300332981,ok
lshape,N1curl,beltrami,4.0,3,12288,0.03125,0.125,24833.0,7,23.422847922470062,8.749951300332981,ok
lshape,N2curl,grad,0.01,0,192,0.25,0.0025,1025.0,0,1.4733727929481146,0.0,ok
lshape,N2curl,grad,0.01,0,192,0.25,0.0025,1025.0,1,3.555495411338418,0.0,ok
lshape,N2curl,grad,0.01,0,192,0.25,0.0025,1025.0,2,10.03304399564829,0.0,ok
lshape,N2curl,grad,0.01,0,192,0.25,0.0025,1025.0,3,10.043042838181817,0.0,ok
lshape,N2curl,grad,0.01,0,192,0.25,0.0025,1025.0,4,11.613895298081781,0.0,ok
